bench,variant,size,run,us,compressed_len,ret
bench_snappy_compress,mem1,1,0,41.848,3,0
bench_snappy_compress,mem1,1,1,36.828,3,0
bench_snappy_compress,mem1,1,2,36.683,3,0
bench_snappy_compress,mem1,1,3,34.977,3,0
bench_snappy_compress,mem1,1,4,35.197,3,0
bench_snappy_compress,mem1,2,0,35.139,4,0
bench_snappy_compress,mem1,2,1,36.731,4,0
bench_snappy_compress,mem1,2,2,34.450,4,0
bench_snappy_compress,mem1,2,3,48.397,4,0
bench_snappy_compress,mem1,2,4,34.478,4,0
bench_snappy_compress,mem1,4,0,34.269,6,0
bench_snappy_compress,mem1,4,1,65.722,6,0
bench_snappy_compress,mem1,4,2,36.390,6,0
bench_snappy_compress,mem1,4,3,34.479,6,0
bench_snappy_compress,mem1,4,4,34.060,6,0
bench_snappy_compress,mem1,8,0,34.731,10,0
bench_snappy_compress,mem1,8,1,36.219,10,0
bench_snappy_compress,mem1,8,2,35.632,10,0
bench_snappy_compress,mem1,8,3,37.929,10,0
bench_snappy_compress,mem1,8,4,36.398,10,0
bench_snappy_compress,mem1,16,0,35.752,18,0
bench_snappy_compress,mem1,16,1,35.655,18,0
bench_snappy_compress,mem1,16,2,36.158,18,0
bench_snappy_compress,mem1,16,3,35.807,18,0
bench_snappy_compress,mem1,16,4,35.688,18,0
bench_snappy_compress,mem1,32,0,35.662,34,0
bench_snappy_compress,mem1,32,1,36.456,34,0
bench_snappy_compress,mem1,32,2,35.828,34,0
bench_snappy_compress,mem1,32,3,35.217,34,0
bench_snappy_compress,mem1,32,4,39.089,34,0
bench_snappy_compress,mem1,64,0,36.882,67,0
bench_snappy_compress,mem1,64,1,36.564,67,0
bench_snappy_compress,mem1,64,2,36.517,67,0
bench_snappy_compress,mem1,64,3,36.791,67,0
bench_snappy_compress,mem1,64,4,36.551,67,0
bench_snappy_compress,mem1,128,0,37.523,132,0
bench_snappy_compress,mem1,128,1,37.162,132,0
bench_snappy_compress,mem1,128,2,37.756,132,0
bench_snappy_compress,mem1,128,3,38.015,132,0
bench_snappy_compress,mem1,128,4,37.193,132,0
bench_snappy_compress,mem1,256,0,37.663,260,0
bench_snappy_compress,mem1,256,1,38.968,260,0
bench_snappy_compress,mem1,256,2,37.784,260,0
bench_snappy_compress,mem1,256,3,38.339,260,0
bench_snappy_compress,mem1,256,4,39.270,260,0
bench_snappy_compress,mem1,512,0,39.566,274,0
bench_snappy_compress,mem1,512,1,38.709,274,0
bench_snappy_compress,mem1,512,2,50.351,274,0
bench_snappy_compress,mem1,512,3,39.961,274,0
bench_snappy_compress,mem1,512,4,38.968,274,0
bench_snappy_compress,mem1,1024,0,41.185,298,0
bench_snappy_compress,mem1,1024,1,41.705,298,0
bench_snappy_compress,mem1,1024,2,41.675,298,0
bench_snappy_compress,mem1,1024,3,41.571,298,0
bench_snappy_compress,mem1,1024,4,41.682,298,0
bench_snappy_compress,mem1,2048,0,47.550,346,0
bench_snappy_compress,mem1,2048,1,47.015,346,0
bench_snappy_compress,mem1,2048,2,47.194,346,0
bench_snappy_compress,mem1,2048,3,46.955,346,0
bench_snappy_compress,mem1,2048,4,47.037,346,0
bench_snappy_compress,mem1,4096,0,76.270,442,0
bench_snappy_compress,mem1,4096,1,57.662,442,0
bench_snappy_compress,mem1,4096,2,58.008,442,0
bench_snappy_compress,mem1,4096,3,58.241,442,0
bench_snappy_compress,mem1,4096,4,64.557,442,0
bench_snappy_compress,mem1,8192,0,81.901,634,0
bench_snappy_compress,mem1,8192,1,80.399,634,0
bench_snappy_compress,mem1,8192,2,84.685,634,0
bench_snappy_compress,mem1,8192,3,80.213,634,0
bench_snappy_compress,mem1,8192,4,83.232,634,0
bench_snappy_compress,mem1,16384,0,124.952,1019,0
bench_snappy_compress,mem1,16384,1,124.328,1019,0
bench_snappy_compress,mem1,16384,2,124.879,1019,0
bench_snappy_compress,mem1,16384,3,124.091,1019,0
bench_snappy_compress,mem1,16384,4,124.887,1019,0
bench_snappy_compress,mem1,32768,0,188.673,1787,0
bench_snappy_compress,mem1,32768,1,187.440,1787,0
bench_snappy_compress,mem1,32768,2,191.139,1787,0
bench_snappy_compress,mem1,32768,3,187.796,1787,0
bench_snappy_compress,mem1,32768,4,188.408,1787,0
bench_snappy_compress,mem1,65536,0,318.700,3323,0
bench_snappy_compress,mem1,65536,1,312.073,3323,0
bench_snappy_compress,mem1,65536,2,313.621,3323,0
bench_snappy_compress,mem1,65536,3,312.472,3323,0
bench_snappy_compress,mem1,65536,4,312.895,3323,0
bench_snappy_compress,mem1,131072,0,594.366,6643,0
bench_snappy_compress,mem1,131072,1,586.495,6643,0
bench_snappy_compress,mem1,131072,2,561.751,6643,0
bench_snappy_compress,mem1,131072,3,565.577,6643,0
bench_snappy_compress,mem1,131072,4,564.752,6643,0
bench_snappy_compress,mem1,262144,0,1102.917,13283,0
bench_snappy_compress,mem1,262144,1,1089.573,13283,0
bench_snappy_compress,mem1,262144,2,1088.316,13283,0
bench_snappy_compress,mem1,262144,3,1091.920,13283,0
bench_snappy_compress,mem1,262144,4,1088.137,13283,0
bench_snappy_compress,mem1,524288,0,2171.528,26563,0
bench_snappy_compress,mem1,524288,1,2108.529,26563,0
bench_snappy_compress,mem1,524288,2,2137.121,26563,0
bench_snappy_compress,mem1,524288,3,2135.983,26563,0
bench_snappy_compress,mem1,524288,4,2133.042,26563,0
bench_snappy_compress,mem1,1048576,0,4485.372,53123,0
bench_snappy_compress,mem1,1048576,1,4431.697,53123,0
bench_snappy_compress,mem1,1048576,2,4431.708,53123,0
bench_snappy_compress,mem1,1048576,3,4471.231,53123,0
bench_snappy_compress,mem1,1048576,4,4429.678,53123,0
bench_snappy_compress,mem1,2097152,0,9010.954,106244,0
bench_snappy_compress,mem1,2097152,1,8861.119,106244,0
