bench,variant,size,run,us,compressed_len,ret
bench_snappy_compress,mem1,16,1,35.655,18,0
bench_snappy_compress,mem1,16,2,36.158,18,0
bench_snappy_compress,mem1,16,3,35.807,18,0
bench_snappy_compress,mem1,16,4,35.688,18,0
bench_snappy_compress,mem1,32,0,35.662,34,0
bench_snappy_compress,mem1,32,1,36.456,34,0
bench_snappy_compress,mem1,32,2,35.828,34,0
bench_snappy_compress,mem1,32,3,35.217,34,0
bench_snappy_compress,mem1,32,4,39.089,34,0
bench_snappy_compress,mem1,64,0,36.882,67,0
bench_snappy_compress,mem1,64,1,36.564,67,0
bench_snappy_compress,mem1,64,2,36.517,67,0
bench_snappy_compress,mem1,64,3,36.791,67,0
bench_snappy_compress,mem1,64,4,36.551,67,0
bench_snappy_compress,mem1,128,0,37.523,132,0
bench_snappy_compress,mem1,128,1,37.162,132,0
bench_snappy_compress,mem1,128,2,37.756,132,0
bench_snappy_compress,mem1,128,3,38.015,132,0
bench_snappy_compress,mem1,128,4,37.193,132,0
bench_snappy_compress,mem1,256,0,37.663,260,0
bench_snappy_compress,mem1,256,1,38.968,260,0
bench_snappy_compress,mem1,256,2,37.784,260,0
bench_snappy_compress,mem1,256,3,38.339,260,0
bench_snappy_compress,mem1,256,4,39.270,260,0
bench_snappy_compress,mem1,512,0,39.566,274,0
bench_snappy_compress,mem1,512,1,38.709,274,0
bench_snappy_compress,mem1,512,2,50.351,274,0
bench_snappy_compress,mem1,512,3,39.961,274,0
bench_snappy_compress,mem1,512,4,38.968,274,0
bench_snappy_compress,mem1,1024,0,41.185,298,0
bench_snappy_compress,mem1,1024,1,41.705,298,0
bench_snappy_compress,mem1,1024,2,41.675,298,0
bench_snappy_compress,mem1,1024,3,41.571,298,0
bench_snappy_compress,mem1,1024,4,41.682,298,0
bench_snappy_compress,mem1,2048,0,47.550,346,0
bench_snappy_compress,mem1,2048,1,47.015,346,0
bench_snappy_compress,mem1,2048,2,47.194,346,0
bench_snappy_compress,mem1,2048,3,46.955,346,0
bench_snappy_compress,mem1,2048,4,47.037,346,0
bench_snappy_compress,mem1,4096,0,76.270,442,0
bench_snappy_compress,mem1,4096,1,57.662,442,0
bench_snappy_compress,mem1,4096,2,58.008,442,0
bench_snappy_compress,mem1,4096,3,58.241,442,0
bench_snappy_compress,mem1,4096,4,64.557,442,0
bench_snappy_compress,mem1,8192,0,81.901,634,0
bench_snappy_compress,mem1,8192,1,80.399,634,0
bench_snappy_compress,mem1,8192,2,84.685,634,0
bench_snappy_compress,mem1,8192,3,80.213,634,0
bench_snappy_compress,mem1,8192,4,83.232,634,0
bench_snappy_compress,mem1,16384,0,124.952,1019,0
bench_snappy_compress,mem1,16384,1,124.328,1019,0
bench_snappy_compress,mem1,16384,2,124.879,1019,0
bench_snappy_compress,mem1,16384,3,124.091,1019,0
bench_snappy_compress,mem1,16384,4,124.887,1019,0
bench_snappy_compress,mem1,32768,0,188.673,1787,0
bench_snappy_compress,mem1,32768,1,187.440,1787,0
bench_snappy_compress,mem1,32768,2,191.139,1787,0
bench_snappy_compress,mem1,32768,3,187.796,1787,0
bench_snappy_compress,mem1,32768,4,188.408,1787,0
bench_snappy_compress,mem1,65536,0,318.700,3323,0
bench_snappy_compress,mem1,65536,1,312.073,3323,0
bench_snappy_compress,mem1,65536,2,313.621,3323,0
bench_snappy_compress,mem1,65536,3,312.472,3323,0
bench_snappy_compress,mem1,65536,4,312.895,3323,0
bench_snappy_compress,mem1,131072,0,594.366,6643,0
bench_snappy_compress,mem1,131072,1,586.495,6643,0
bench_snappy_compress,mem1,131072,2,561.751,6643,0
bench_snappy_compress,mem1,131072,3,565.577,6643,0
bench_snappy_compress,mem1,131072,4,564.752,6643,0
bench_snappy_compress,mem1,262144,0,1102.917,13283,0
bench_snappy_compress,mem1,262144,1,1089.573,13283,0
bench_snappy_compress,mem1,262144,2,1088.316,13283,0
bench_snappy_compress,mem1,262144,3,1091.920,13283,0
bench_snappy_compress,mem1,262144,4,1088.137,13283,0
bench_snappy_compress,mem1,524288,0,2171.528,26563,0
bench_snappy_compress,mem1,524288,1,2108.529,26563,0
bench_snappy_compress,mem1,524288,2,2137.121,26563,0
bench_snappy_compress,mem1,524288,3,2135.983,26563,0
bench_snappy_compress,mem1,524288,4,2133.042,26563,0
bench_snappy_compress,mem1,1048576,0,4485.372,53123,0
bench_snappy_compress,mem1,1048576,1,4431.697,53123,0
bench_snappy_compress,mem1,1048576,2,4431.708,53123,0
bench_snappy_compress,mem1,1048576,3,4471.231,53123,0
bench_snappy_compress,mem1,1048576,4,4429.678,53123,0
bench_snappy_compress,mem1,2097152,0,9010.954,106244,0
bench_snappy_compress,mem1,2097152,1,8861.119,106244,0
bench_snappy_compress,mem1,2097152,2,8906.640,106244,0
bench_snappy_compress,mem1,2097152,3,8812.208,106244,0
bench_snappy_compress,mem1,2097152,4,8844.532,106244,0
bench_snappy_compress,sfi,1,0,39.844,3,0
bench_snappy_compress,sfi,1,1,34.252,3,0
bench_snappy_compress,sfi,1,2,31.596,3,0
bench_snappy_compress,sfi,1,3,33.522,3,0
bench_snappy_compress,sfi,1,4,32.024,3,0
bench_snappy_compress,sfi,2,0,31.834,4,0
bench_snappy_compress,sfi,2,1,31.976,4,0
bench_snappy_compress,sfi,2,2,32.149,4,0
bench_snappy_compress,sfi,2,3,31.626,4,0
bench_snappy_compress,sfi,2,4,31.654,4,0
bench_snappy_compress,sfi,4,0,31.604,6,0
bench_snappy_compress,sfi,4,1,31.030,6,0
bench_snappy_compress,sfi,4,2,31.251,6,0
bench_snappy_compress,sfi,4,3,31.799,6,0
bench_snappy_compress,sfi,4,4,31.879,6,0
bench_snappy_compress,sfi,8,0,31.689,10,0
bench_snappy_compress,sfi,8,1,31.812,10,0
bench_snappy_compress,sfi,8,2,32.071,10,0
bench_snappy_compress,sfi,8,3,31.805,10,0
bench_snappy_compress,sfi,8,4,32.229,10,0
bench_snappy_compress,sfi,16,0,31.672,18,0
bench_snappy_compress,sfi,16,1,31.698,18,0
bench_snappy_compress,sfi,16,2,31.317,18,0
bench_snappy_compress,sfi,16,3,31.507,18,0
bench_snappy_compress,sfi,16,4,32.291,18,0
bench_snappy_compress,sfi,32,0,32.580,34,0
bench_snappy_compress,sfi,32,1,33.233,34,0
bench_snappy_compress,sfi,32,2,33.079,34,0
bench_snappy_compress,sfi,32,3,33.312,34,0
bench_snappy_compress,sfi,32,4,33.189,34,0
bench_snappy_compress,sfi,64,0,34.407,67,0
bench_snappy_compress,sfi,64,1,35.103,67,0
bench_snappy_compress,sfi,64,2,35.057,67,0
bench_snappy_compress,sfi,64,3,34.750,67,0
bench_snappy_compress,sfi,64,4,34.979,67,0
bench_snappy_compress,sfi,128,0,36.867,132,0
bench_snappy_compress,sfi,128,1,36.869,132,0
bench_snappy_compress,sfi,128,2,36.919,132,0
bench_snappy_compress,sfi,128,3,36.972,132,0
bench_snappy_compress,sfi,128,4,37.048,132,0
bench_snappy_compress,sfi,256,0,39.253,260,0
bench_snappy_compress,sfi,256,1,39.067,260,0
bench_snappy_compress,sfi,256,2,39.073,260,0
bench_snappy_compress,sfi,256,3,38.832,260,0
bench_snappy_compress,sfi,256,4,39.149,260,0
bench_snappy_compress,sfi,512,0,42.500,274,0
bench_snappy_compress,sfi,512,1,41.811,274,0
bench_snappy_compress,sfi,512,2,42.278,274,0
bench_snappy_compress,sfi,512,3,42.725,274,0
bench_snappy_compress,sfi,512,4,41.939,274,0
bench_snappy_compress,sfi,1024,0,48.509,298,0
bench_snappy_compress,sfi,1024,1,48.459,298,0
bench_snappy_compress,sfi,1024,2,48.280,298,0
bench_snappy_compress,sfi,1024,3,48.120,298,0
bench_snappy_compress,sfi,1024,4,48.460,298,0
bench_snappy_compress,sfi,2048,0,61.866,346,0
bench_snappy_compress,sfi,2048,1,62.412,346,0
bench_snappy_compress,sfi,2048,2,63.088,346,0
bench_snappy_compress,sfi,2048,3,62.071,346,0
bench_snappy_compress,sfi,2048,4,62.203,346,0
bench_snappy_compress,sfi,4096,0,91.879,442,0
bench_snappy_compress,sfi,4096,1,88.673,442,0
bench_snappy_compress,sfi,4096,2,88.569,442,0
bench_snappy_compress,sfi,4096,3,89.068,442,0
bench_snappy_compress,sfi,4096,4,88.574,442,0
bench_snappy_compress,sfi,8192,0,138.761,634,0
bench_snappy_compress,sfi,8192,1,138.123,634,0
bench_snappy_compress,sfi,8192,2,142.785,634,0
bench_snappy_compress,sfi,8192,3,140.712,634,0
bench_snappy_compress,sfi,8192,4,137.793,634,0
bench_snappy_compress,sfi,16384,0,242.807,1019,0
bench_snappy_compress,sfi,16384,1,247.234,1019,0
bench_snappy_compress,sfi,16384,2,241.736,1019,0
bench_snappy_compress,sfi,16384,3,240.974,1019,0
bench_snappy_compress,sfi,16384,4,241.438,1019,0
bench_snappy_compress,sfi,32768,0,394.583,1787,0
bench_snappy_compress,sfi,32768,1,393.130,1787,0
bench_snappy_compress,sfi,32768,2,393.048,1787,0
bench_snappy_compress,sfi,32768,3,394.464,1787,0
bench_snappy_compress,sfi,32768,4,393.307,1787,0
bench_snappy_compress,sfi,65536,0,698.440,3323,0
bench_snappy_compress,sfi,65536,1,699.036,3323,0
bench_snappy_compress,sfi,65536,2,673.404,3323,0
bench_snappy_compress,sfi,65536,3,671.463,3323,0
bench_snappy_compress,sfi,65536,4,671.960,3323,0
bench_snappy_compress,sfi,131072,0,1303.941,6643,0
bench_snappy_compress,sfi,131072,1,1299.588,6643,0
bench_snappy_compress,sfi,131072,2,1432.234,6643,0
bench_snappy_compress,sfi,131072,3,1380.820,6643,0
bench_snappy_compress,sfi,131072,4,1457.207,6643,0
bench_snappy_compress,sfi,262144,0,2681.348,13283,0
bench_snappy_compress,sfi,262144,1,2671.048,13283,0
bench_snappy_compress,sfi,262144,2,2665.738,13283,0
bench_snappy_compress,sfi,262144,3,2674.464,13283,0
bench_snappy_compress,sfi,262144,4,2745.314,13283,0
bench_snappy_compress,sfi,524288,0,5457.612,26563,0
bench_snappy_compress,sfi,524288,1,5480.781,26563,0
bench_snappy_compress,sfi,524288,2,5284.587,26563,0
bench_snappy_compress,sfi,524288,3,5284.926,26563,0
bench_snappy_compress,sfi,524288,4,5282.547,26563,0
bench_snappy_compress,sfi,1048576,0,10569.658,53123,0
bench_snappy_compress,sfi,1048576,1,10532.964,53123,0
bench_snappy_compress,sfi,1048576,2,10273.863,53123,0
bench_snappy_compress,sfi,1048576,3,10116.408,53123,0
bench_snappy_compress,sfi,1048576,4,10115.821,53123,0
bench_snappy_compress,sfi,2097152,0,19497.730,106244,0
bench_snappy_compress,sfi,2097152,1,19543.115,106244,0
bench_snappy_compress,sfi,2097152,2,19512.508,106244,0
bench_snappy_compress,sfi,2097152,3,19509.180,106244,0
bench_snappy_compress,sfi,2097152,4,19502.740,106244,0
